id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileId
1,10,Glonass,35.4,0,192,37,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
2,6,Glonass,24.7,0,98,40,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
3,9,Glonass,35.7,0,99,76,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
4,16,Glonass,29.7,0,30,25,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
5,23,Glonass,27.2,0,299,7,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
6,2,GPS,24.4,0,324,1,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
7,3,GPS,41.5,0,139,56,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
8,6,GPS,32.3,0,285,28,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
9,7,GPS,31.5,0,229,42,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
10,9,GPS,38.9,0,320,54,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
11,16,GPS,36,0,77,32,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
12,22,GPS,34.5,0,142,33,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
13,23,GPS,36.2,0,19,63,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
14,26,GPS,28.1,0,49,18,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
15,30,GPS,30.5,0,224,10,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
16,1,Galileo,33.3,0,191,21,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
17,10,Glonass,34.4,-1.5,192,37,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
18,6,Glonass,23.6,-1.5,98,40,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
19,22,Glonass,19,-1.5,247,2,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
20,9,Glonass,35,-1.5,99,76,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
21,16,Glonass,29.5,-1.5,30,25,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
22,23,Glonass,26.6,-1.5,299,7,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
23,2,GPS,24.1,0.54,324,1,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
24,3,GPS,41.3,0.54,139,56,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
25,6,GPS,33.2,0.54,285,28,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
26,7,GPS,29.7,0.54,229,42,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
27,9,GPS,38,0.54,320,54,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
28,16,GPS,34.8,0.54,77,32,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
29,22,GPS,32.6,0.54,142,33,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
30,23,GPS,36,0.54,19,63,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
31,26,GPS,27.4,0.54,49,18,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
32,30,GPS,26.6,0.54,224,10,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
33,18,Beidou,36.3,0.25,0,0,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
34,21,Beidou,36.9,0.25,0,0,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
35,1,Galileo,32.4,0.56,191,21,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
36,10,Glonass,35.4,-1.72,192,37,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
37,6,Glonass,19.8,-1.72,98,40,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
38,22,Glonass,17.9,-1.72,247,2,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
39,9,Glonass,37.5,-1.72,99,76,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
40,16,Glonass,29.9,-1.72,30,25,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
41,23,Glonass,27.5,-1.72,299,7,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
42,2,GPS,24.4,0.18,324,1,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
43,3,GPS,42.9,0.18,139,56,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
44,6,GPS,34.3,0.18,285,28,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
45,7,GPS,28.4,0.18,229,42,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
46,9,GPS,37.6,0.18,320,54,TORGI-GNSS-20180909T174449.501Z.gpkg,0,Control-4
