id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUSq,fileID
1,9,Glonass,21.3,0.39,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
2,15,Glonass,23.9,0.39,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
3,5,GPS,23.2,0.75,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
4,12,GPS,19.1,0.75,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
5,21,GPS,26.9,0.75,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
6,25,GPS,25.8,0.75,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
7,31,GPS,18.8,0.75,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
8,18,Glonass,17.8,0.42,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
9,9,Glonass,17.4,0.42,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
10,15,Glonass,16.1,0.42,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
11,17,Glonass,20,0.42,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
12,3,Glonass,17.6,0.42,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
13,2,GPS,17.2,1.15,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
14,5,GPS,23.2,1.15,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
15,12,GPS,19.4,1.15,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
16,21,GPS,24.6,1.15,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
17,24,GPS,19.2,1.15,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
18,25,GPS,23.8,1.15,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
19,31,GPS,18.5,1.15,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
20,2,Glonass,17.4,0.44,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
21,18,Glonass,18,0.44,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
22,9,Glonass,20.7,0.44,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
23,15,Glonass,16.1,0.44,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
24,17,Glonass,20.3,0.44,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
25,3,Glonass,19,0.44,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
26,2,GPS,19.1,0.92,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
27,5,GPS,17.8,0.92,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
28,12,GPS,27.9,0.92,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
29,21,GPS,24.4,0.92,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
30,24,GPS,18.8,0.92,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
31,25,GPS,16.6,0.92,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
32,29,GPS,17.8,0.92,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
33,31,GPS,22.4,0.92,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
34,13,Beidou,16.3,0.83,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
35,2,Glonass,16.4,0.55,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
36,18,Glonass,17.2,0.55,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
37,9,Glonass,20.1,0.55,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
38,15,Glonass,15.1,0.55,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
39,17,Glonass,20.3,0.55,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
40,3,Glonass,18.2,0.55,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
41,2,GPS,25.6,1.1,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
42,5,GPS,18.2,1.1,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
43,12,GPS,27.9,1.1,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
44,21,GPS,25.5,1.1,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
45,24,GPS,17.4,1.1,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
46,25,GPS,16.6,1.1,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
47,29,GPS,16.9,1.1,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
48,31,GPS,21.3,1.1,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
49,13,Beidou,16.3,1.02,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
50,14,Beidou,16.6,1.02,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
51,2,Glonass,16.4,0.44,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
52,18,Glonass,16.5,0.44,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
53,9,Glonass,19.5,0.44,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
54,15,Glonass,18.9,0.44,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
55,17,Glonass,24,0.44,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
56,3,Glonass,19.9,0.44,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
57,2,GPS,22.7,0.92,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
58,5,GPS,21.1,0.92,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
59,12,GPS,27.4,0.92,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
60,21,GPS,22.3,0.92,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
61,24,GPS,18.1,0.92,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
62,25,GPS,16.6,0.92,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
63,29,GPS,16,0.92,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
64,31,GPS,16.4,0.92,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
65,13,Beidou,16.3,0.79,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
66,14,Beidou,16.7,0.79,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
67,16,Beidou,18,0.79,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
68,2,Glonass,14.5,0.32,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
69,18,Glonass,15.7,0.32,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
70,9,Glonass,24.9,0.32,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
71,15,Glonass,16,0.32,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
72,17,Glonass,24.3,0.32,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
73,3,Glonass,18.9,0.32,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
74,2,GPS,24.2,0.85,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
75,5,GPS,22.4,0.85,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
76,12,GPS,27.9,0.85,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
77,21,GPS,16.7,0.85,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
78,24,GPS,18.1,0.85,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
79,25,GPS,14.1,0.85,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
80,29,GPS,14.7,0.85,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
81,31,GPS,19.8,0.85,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
82,13,Beidou,16.3,0.79,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
83,14,Beidou,19.2,0.79,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
84,16,Beidou,17.4,0.79,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
85,2,Glonass,16.6,0.32,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
86,18,Glonass,14.9,0.32,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
87,9,Glonass,26.5,0.32,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
88,15,Glonass,17.8,0.32,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
89,17,Glonass,24.3,0.32,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
90,3,Glonass,22.3,0.32,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
91,2,GPS,23.7,0.85,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
92,5,GPS,24,0.85,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
93,12,GPS,26.3,0.85,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
94,21,GPS,18.8,0.85,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
95,24,GPS,18,0.85,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
96,25,GPS,14.1,0.85,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
97,29,GPS,13.9,0.85,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
98,31,GPS,21.1,0.85,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
99,13,Beidou,13.8,0.79,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
100,14,Beidou,22.3,0.79,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
101,16,Beidou,17,0.79,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
102,2,Glonass,17.8,0.58,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
103,18,Glonass,15.6,0.58,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
104,9,Glonass,26.3,0.58,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
105,15,Glonass,17.8,0.58,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
106,17,Glonass,14.9,0.58,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
107,3,Glonass,19.4,0.58,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
108,2,GPS,24,1.15,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
109,5,GPS,24.6,1.15,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
110,12,GPS,25.4,1.15,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
111,21,GPS,18.8,1.15,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
112,24,GPS,17.8,1.15,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
113,25,GPS,18,1.15,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
114,29,GPS,13.5,1.15,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
115,31,GPS,21.5,1.15,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
116,13,Beidou,14.1,1.03,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
117,14,Beidou,20.4,1.03,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
118,16,Beidou,16.9,1.03,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
119,2,Glonass,18.6,0.54,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
120,18,Glonass,16.8,0.54,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
121,9,Glonass,25.6,0.54,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
122,15,Glonass,17.8,0.54,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
123,17,Glonass,22,0.54,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
124,3,Glonass,19.5,0.54,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
125,2,GPS,26.1,1.1,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
126,5,GPS,25,1.1,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
127,12,GPS,24.4,1.1,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
128,21,GPS,14.2,1.1,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
129,24,GPS,17.3,1.1,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
130,25,GPS,19.1,1.1,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
131,29,GPS,12.9,1.1,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
132,31,GPS,19.5,1.1,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
133,13,Beidou,16.2,0.86,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
134,14,Beidou,22.1,0.86,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
135,16,Beidou,16.7,0.86,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
136,2,Glonass,19.8,0.78,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
137,18,Glonass,17.4,0.78,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
138,9,Glonass,18,0.78,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
139,16,Glonass,13.1,0.78,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
140,15,Glonass,13.3,0.78,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
141,17,Glonass,21.9,0.78,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
142,3,Glonass,21.6,0.78,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
143,2,GPS,26.8,1.35,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
144,5,GPS,25.8,1.35,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
145,12,GPS,24.4,1.35,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
146,21,GPS,17.5,1.35,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
147,24,GPS,17.3,1.35,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
148,25,GPS,20.4,1.35,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
149,29,GPS,13.3,1.35,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
150,31,GPS,20.8,1.35,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
151,13,Beidou,17,1.1,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
152,14,Beidou,20,1.1,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
153,16,Beidou,16.3,1.1,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
154,2,Glonass,20.5,0.81,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
155,18,Glonass,20.7,0.81,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
156,9,Glonass,24.5,0.81,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
157,16,Glonass,13.1,0.81,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
158,15,Glonass,13.3,0.81,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
159,17,Glonass,17.9,0.81,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
160,3,Glonass,22.5,0.81,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
161,2,GPS,27.2,1.25,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
162,5,GPS,25.7,1.25,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
163,12,GPS,25.6,1.25,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
164,21,GPS,17.9,1.25,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
165,24,GPS,17.1,1.25,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
166,25,GPS,20.2,1.25,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
167,29,GPS,13.5,1.25,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
168,31,GPS,20.6,1.25,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
169,13,Beidou,17.3,1.07,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
170,14,Beidou,19.1,1.07,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
171,16,Beidou,16.1,1.07,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
172,2,Glonass,21.2,0.83,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
173,18,Glonass,17.4,0.83,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
174,9,Glonass,20.9,0.83,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
175,16,Glonass,14.2,0.83,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
176,15,Glonass,13.3,0.83,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
177,19,Glonass,10.2,0.83,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
178,17,Glonass,18.9,0.83,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
179,3,Glonass,21.2,0.83,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
180,2,GPS,26.4,1.27,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
181,5,GPS,26.4,1.27,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
182,12,GPS,26.6,1.27,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
183,21,GPS,19.6,1.27,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
184,24,GPS,16.7,1.27,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
185,25,GPS,20.7,1.27,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
186,29,GPS,14.3,1.27,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
187,31,GPS,25,1.27,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
188,13,Beidou,17.6,1.05,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
189,14,Beidou,19,1.05,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
190,16,Beidou,15.7,1.05,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
191,2,Glonass,23.1,0.61,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
192,18,Glonass,19.7,0.61,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
193,9,Glonass,20.7,0.61,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
194,16,Glonass,14.2,0.61,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
195,15,Glonass,13.3,0.61,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
196,19,Glonass,10.2,0.61,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
197,17,Glonass,23.8,0.61,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
198,3,Glonass,18.6,0.61,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
199,2,GPS,24.9,1.12,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
200,5,GPS,23.8,1.12,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
201,12,GPS,24.8,1.12,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
202,21,GPS,20.5,1.12,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
203,24,GPS,16.5,1.12,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
204,25,GPS,20.8,1.12,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
205,29,GPS,14.1,1.12,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
206,31,GPS,25.3,1.12,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
207,13,Beidou,19.2,1,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
208,14,Beidou,19.4,1,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
209,16,Beidou,15.3,1,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
210,1,Galileo,16.9,1.14,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
211,2,Glonass,18.3,2.56,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
212,18,Glonass,17,2.56,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
213,9,Glonass,21.1,2.56,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
214,16,Glonass,14.2,2.56,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
215,15,Glonass,12.1,2.56,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
216,19,Glonass,10.2,2.56,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
217,17,Glonass,23.6,2.56,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
218,3,Glonass,18.6,2.56,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
219,2,GPS,23,3.26,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
220,5,GPS,20.6,3.26,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
221,12,GPS,22,3.26,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
222,21,GPS,17,3.26,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
223,24,GPS,16.5,3.26,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
224,25,GPS,22,3.26,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
225,29,GPS,16.5,3.26,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
226,31,GPS,22.1,3.26,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
227,13,Beidou,20.5,3,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
228,14,Beidou,18.6,3,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
229,16,Beidou,14.8,3,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
230,1,Galileo,15.7,3.27,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
231,2,Glonass,18.3,0.76,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
232,18,Glonass,17,0.76,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
233,9,Glonass,20.7,0.76,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
234,16,Glonass,14.2,0.76,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
235,15,Glonass,17.9,0.76,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
236,19,Glonass,10.2,0.76,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
237,17,Glonass,21.1,0.76,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
238,3,Glonass,18.6,0.76,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
239,2,GPS,22.5,1.15,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
240,5,GPS,20.8,1.15,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
241,12,GPS,24.4,1.15,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
242,21,GPS,17,1.15,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
243,24,GPS,15.2,1.15,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
244,25,GPS,23.1,1.15,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
245,29,GPS,18.5,1.15,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
246,31,GPS,22.8,1.15,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
247,13,Beidou,21.5,0.69,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
248,14,Beidou,18.6,0.69,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
249,16,Beidou,14.8,0.69,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
250,1,Galileo,15.2,1.2,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
251,2,Glonass,15.2,0.7,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
252,18,Glonass,17,0.7,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
253,9,Glonass,21.6,0.7,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
254,16,Glonass,14.2,0.7,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
255,15,Glonass,19.5,0.7,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
256,19,Glonass,10.2,0.7,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
257,17,Glonass,15.6,0.7,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
258,3,Glonass,18.6,0.7,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
259,2,GPS,18.6,1.17,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
260,5,GPS,19.5,1.17,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
261,12,GPS,25.7,1.17,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
