id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUSq,fileID
1220,3,Glonass,26.5,0.96,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1221,2,GPS,15,1.35,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1222,5,GPS,25.8,1.35,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1223,12,GPS,22.5,1.35,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1224,21,GPS,26,1.35,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1225,24,GPS,21.4,1.35,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1226,25,GPS,26.5,1.35,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1227,29,GPS,19.6,1.35,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1228,31,GPS,19.2,1.35,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1229,5,Beidou,23.6,1.07,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1230,13,Beidou,11.4,1.07,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1231,14,Beidou,16.2,1.07,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1232,16,Beidou,17.6,1.07,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1233,1,Galileo,14,1.4,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1234,7,Galileo,12.4,1.4,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1235,12,Galileo,18.9,1.4,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1236,24,Galileo,20.6,1.4,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1237,31,Galileo,19.3,1.4,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1238,2,Glonass,15.7,0.85,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1239,18,Glonass,18,0.85,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1240,9,Glonass,17.2,0.85,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1241,16,Glonass,20.7,0.85,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1242,15,Glonass,16.5,0.85,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1243,19,Glonass,12.1,0.85,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1244,17,Glonass,14.2,0.85,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1245,3,Glonass,25.6,0.85,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1246,2,GPS,15,1.22,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1247,5,GPS,24.4,1.22,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1248,12,GPS,19.7,1.22,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1249,21,GPS,25.3,1.22,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1250,24,GPS,21.4,1.22,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1251,25,GPS,26.2,1.22,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1252,29,GPS,19.5,1.22,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1253,31,GPS,17.8,1.22,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1254,5,Beidou,23.6,0.95,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1255,13,Beidou,11.4,0.95,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1256,14,Beidou,17.4,0.95,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1257,16,Beidou,17.6,0.95,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1258,1,Galileo,14,1.27,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1259,7,Galileo,12.4,1.27,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1260,12,Galileo,20.4,1.27,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1261,24,Galileo,21.1,1.27,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1262,31,Galileo,19.5,1.27,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1263,2,Glonass,17.6,0.83,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1264,18,Glonass,20.4,0.83,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1265,9,Glonass,20.7,0.83,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1266,16,Glonass,20.7,0.83,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1267,15,Glonass,16.5,0.83,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1268,19,Glonass,12.1,0.83,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1269,17,Glonass,17.2,0.83,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1270,3,Glonass,23.5,0.83,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1271,2,GPS,15,1,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1272,5,GPS,24,1,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1273,12,GPS,22.3,1,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1274,21,GPS,26.1,1,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1275,24,GPS,21.4,1,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1276,25,GPS,27,1,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1277,29,GPS,20.4,1,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1278,31,GPS,19,1,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1279,5,Beidou,23.6,0.52,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1280,13,Beidou,11.4,0.52,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1281,14,Beidou,17.8,0.52,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1282,16,Beidou,15.7,0.52,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1283,1,Galileo,14,0.95,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1284,7,Galileo,12.4,0.95,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1285,12,Galileo,20.3,0.95,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1286,24,Galileo,21.1,0.95,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1287,31,Galileo,20.3,0.95,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1288,2,Glonass,18.1,0.89,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1289,18,Glonass,16.6,0.89,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1290,9,Glonass,19.6,0.89,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1291,16,Glonass,20.7,0.89,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1292,15,Glonass,14.1,0.89,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1293,19,Glonass,12.1,0.89,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1294,17,Glonass,17.2,0.89,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1295,3,Glonass,25,0.89,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1296,2,GPS,11,1.3,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1297,5,GPS,25.2,1.3,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1298,12,GPS,22.6,1.3,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1299,21,GPS,26.9,1.3,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1300,24,GPS,16,1.3,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1301,25,GPS,26.8,1.3,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1302,29,GPS,21.5,1.3,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1303,31,GPS,20.7,1.3,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1304,5,Beidou,22.4,0.98,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1305,13,Beidou,11.4,0.98,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1306,14,Beidou,16.6,0.98,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1307,16,Beidou,15.7,0.98,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1308,1,Galileo,14,1.33,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1309,7,Galileo,12.4,1.33,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1310,12,Galileo,18.3,1.33,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1311,24,Galileo,15.4,1.33,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1312,31,Galileo,20.3,1.33,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1313,2,Glonass,17.2,1.02,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1314,18,Glonass,16.6,1.02,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1315,9,Glonass,21.9,1.02,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1316,16,Glonass,20.7,1.02,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1317,15,Glonass,14.1,1.02,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1318,19,Glonass,10.1,1.02,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1319,17,Glonass,17.1,1.02,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1320,3,Glonass,26.1,1.02,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1321,2,GPS,11,1.25,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1322,5,GPS,24.6,1.25,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1323,12,GPS,22.5,1.25,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1324,21,GPS,28.1,1.25,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1325,24,GPS,18,1.25,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1326,25,GPS,27.4,1.25,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1327,29,GPS,20.9,1.25,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1328,31,GPS,22.1,1.25,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1329,5,Beidou,22.4,0.96,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1330,13,Beidou,11.4,0.96,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1331,14,Beidou,16.2,0.96,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1332,16,Beidou,15.7,0.96,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1333,1,Galileo,14,1.27,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1334,7,Galileo,12.4,1.27,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1335,12,Galileo,20.5,1.27,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1336,24,Galileo,15.4,1.27,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1337,31,Galileo,17.6,1.27,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1338,2,Glonass,17.2,1.01,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1339,18,Glonass,14.9,1.01,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1340,9,Glonass,19.5,1.01,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1341,16,Glonass,20.7,1.01,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1342,15,Glonass,13.1,1.01,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1343,19,Glonass,10.1,1.01,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1344,17,Glonass,20.5,1.01,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1345,3,Glonass,25.7,1.01,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1346,2,GPS,15.3,1.35,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1347,5,GPS,23.9,1.35,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1348,12,GPS,20.6,1.35,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1349,21,GPS,32.3,1.35,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1350,24,GPS,18,1.35,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1351,25,GPS,27.9,1.35,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1352,29,GPS,19,1.35,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1353,31,GPS,20.5,1.35,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1354,5,Beidou,22.4,1.09,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1355,13,Beidou,13.7,1.09,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1356,14,Beidou,16.2,1.09,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1357,16,Beidou,15.7,1.09,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1358,1,Galileo,11.4,1.4,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1359,7,Galileo,12.4,1.4,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1360,12,Galileo,20.5,1.4,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1361,24,Galileo,15.4,1.4,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1362,31,Galileo,18.8,1.4,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1363,2,Glonass,17.3,0.96,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1364,18,Glonass,18.2,0.96,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1365,9,Glonass,18.6,0.96,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1366,16,Glonass,20.7,0.96,267,66,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1367,15,Glonass,13.1,0.96,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1368,19,Glonass,10.1,0.96,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1369,17,Glonass,21.9,0.96,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1370,3,Glonass,24.2,0.96,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1371,2,GPS,15.3,1.27,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1372,5,GPS,25.3,1.27,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1373,12,GPS,21,1.27,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1374,21,GPS,32.5,1.27,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1375,24,GPS,16.4,1.27,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1376,25,GPS,27.3,1.27,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1377,29,GPS,18.4,1.27,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1378,31,GPS,19.7,1.27,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1379,5,Beidou,23.3,1,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1380,13,Beidou,13.7,1,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1381,14,Beidou,15.6,1,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1382,16,Beidou,13.7,1,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1383,1,Galileo,11.4,1.33,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1384,7,Galileo,12.4,1.33,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1385,12,Galileo,17.6,1.33,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1386,24,Galileo,15.4,1.33,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1387,31,Galileo,19.8,1.33,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1388,2,Glonass,16.5,0.99,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1389,18,Glonass,16.6,0.99,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1390,9,Glonass,20.4,0.99,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1391,15,Glonass,13.1,0.99,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1392,19,Glonass,10.1,0.99,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1393,17,Glonass,20.1,0.99,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1394,3,Glonass,26.1,0.99,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1395,2,GPS,17.2,1.25,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1396,5,GPS,26,1.25,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1397,12,GPS,22.9,1.25,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1398,21,GPS,32.1,1.25,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1399,24,GPS,25.9,1.25,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1400,25,GPS,26.9,1.25,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1401,29,GPS,19.5,1.25,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1402,31,GPS,20.7,1.25,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1403,5,Beidou,23.3,1.03,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1404,13,Beidou,13.7,1.03,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1405,14,Beidou,15.2,1.03,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1406,16,Beidou,13.7,1.03,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1407,1,Galileo,11.4,1.27,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1408,7,Galileo,12.4,1.27,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1409,12,Galileo,17.6,1.27,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1410,24,Galileo,15.4,1.27,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1411,31,Galileo,19.9,1.27,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1412,2,Glonass,18.7,0.85,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1413,18,Glonass,16.6,0.85,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1414,9,Glonass,19.7,0.85,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1415,15,Glonass,15.7,0.85,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1416,19,Glonass,10.1,0.85,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1417,17,Glonass,19.9,0.85,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1418,3,Glonass,23.7,0.85,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1419,2,GPS,17.1,1.33,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1420,5,GPS,25.7,1.33,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1421,12,GPS,22.2,1.33,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1422,21,GPS,30.5,1.33,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1423,24,GPS,27.6,1.33,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1424,25,GPS,26.7,1.33,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1425,29,GPS,19.5,1.33,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1426,31,GPS,21.4,1.33,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1427,5,Beidou,23.3,1.1,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1428,13,Beidou,13.7,1.1,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1429,14,Beidou,16.3,1.1,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1430,16,Beidou,13.7,1.1,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1431,1,Galileo,11.4,1.4,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1432,7,Galileo,12.4,1.4,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1433,12,Galileo,18.8,1.4,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1434,24,Galileo,15.4,1.4,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1435,31,Galileo,20.1,1.4,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1436,2,Glonass,16.9,1,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1437,18,Glonass,15,1,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1438,9,Glonass,18,1,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1439,15,Glonass,20.3,1,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1440,19,Glonass,10.1,1,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1441,17,Glonass,18,1,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1442,3,Glonass,24.1,1,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1443,2,GPS,18.2,1.3,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1444,5,GPS,25.9,1.3,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1445,12,GPS,21,1.3,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1446,21,GPS,30.4,1.3,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1447,24,GPS,24.1,1.3,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1448,25,GPS,27.1,1.3,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1449,29,GPS,16.3,1.3,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1450,31,GPS,21.2,1.3,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1451,5,Beidou,24.8,1.05,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1452,13,Beidou,13.7,1.05,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1453,14,Beidou,18.8,1.05,63,15,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1454,16,Beidou,15.4,1.05,102,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1455,1,Galileo,11.4,1.33,180,61,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1456,7,Galileo,12.4,1.33,85,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1457,12,Galileo,20.3,1.33,246,18,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1458,24,Galileo,15.4,1.33,323,4,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1459,31,Galileo,19.5,1.33,302,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1460,2,Glonass,19.4,3.77,67,14,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1461,18,Glonass,15.7,3.77,347,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1462,9,Glonass,18.2,3.77,327,19,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1463,15,Glonass,17.5,3.77,172,26,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1464,19,Glonass,13.4,3.77,271,35,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1465,17,Glonass,18,3.77,42,21,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1466,3,Glonass,26.6,3.77,116,10,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1467,2,GPS,18.2,4.44,43,33,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1468,5,GPS,26,4.44,95,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1469,12,GPS,21.4,4.44,126,44,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1470,21,GPS,31.1,4.44,227,24,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1471,24,GPS,17.2,4.44,175,2,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1472,25,GPS,27.6,4.44,29,87,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1473,29,GPS,17.7,4.44,317,54,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1474,31,GPS,21.5,4.44,299,25,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1475,5,Beidou,24.8,5.25,149,47,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
1476,13,Beidou,13.7,5.25,43,36,TORGI-GNSS-20180911T052233.024Z.gpkg,0,Control-19
