id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID
1,10,Glonass,29.7,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
2,9,Glonass,32,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
3,16,Glonass,24.3,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
4,20,Glonass,23,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
5,19,Glonass,24,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
6,21,Glonass,36.8,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
7,2,GPS,32.8,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
8,6,GPS,26.5,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
9,12,GPS,25.7,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
10,24,GPS,25.8,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
11,25,GPS,33.5,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
12,29,GPS,31.5,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
13,31,GPS,30.9,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
14,10,Glonass,31.4,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
15,9,Glonass,34.6,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
16,20,Glonass,25.4,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
17,19,Glonass,24.4,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
18,21,Glonass,36.2,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
19,2,GPS,26.5,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
20,6,GPS,25.3,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
21,24,GPS,25.1,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
22,25,GPS,34.7,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
23,29,GPS,34.8,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
24,31,GPS,37.8,0.29,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
25,10,Glonass,31.6,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
26,9,Glonass,33.3,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
27,20,Glonass,25.2,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
28,19,Glonass,26,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
29,21,Glonass,36.3,0.28,0,0,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
30,2,GPS,25.2,0.29,52,57,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
31,6,GPS,25.5,0.29,39,11,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
32,12,GPS,25.8,0.29,85,65,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
33,24,GPS,27.3,0.29,187,26,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
34,25,GPS,35.7,0.29,327,58,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
35,29,GPS,36.2,0.29,281,39,TORGI-GNSS-20180905T044812.469Z.gpkg,0,Control-80
