id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID,,,,,,
4766,5,GPS,29,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4767,15,GPS,24,0.31,132,4,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4768,16,GPS,24.4,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4769,21,GPS,35.8,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4770,25,GPS,35.9,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4771,26,GPS,32.3,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4772,29,GPS,37.5,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4773,22,Glonass,29.7,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4774,13,Glonass,25.7,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4775,12,Glonass,26.2,5.86,203,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4776,23,Glonass,27.9,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4777,7,Glonass,28.4,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4778,5,GPS,29.3,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4779,15,GPS,22.8,0.31,132,4,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4780,16,GPS,24.1,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4781,21,GPS,34.9,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4782,25,GPS,35.1,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4783,26,GPS,31.7,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4784,29,GPS,37.7,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4785,22,Glonass,28,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4786,13,Glonass,25.6,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4787,12,Glonass,25.7,5.86,203,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4788,23,Glonass,27.9,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4789,7,Glonass,29.3,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4790,5,GPS,28.8,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4791,15,GPS,23.3,0.31,132,4,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4792,16,GPS,25.5,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4793,21,GPS,34.2,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4794,25,GPS,34.9,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4795,26,GPS,31.8,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4796,29,GPS,37.5,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4797,22,Glonass,29,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4798,13,Glonass,25.4,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4799,12,Glonass,25.3,5.86,203,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4800,23,Glonass,27.8,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4801,7,Glonass,29.2,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4802,5,GPS,29.6,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4803,16,GPS,24.7,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4804,21,GPS,34.8,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4805,25,GPS,36,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4806,26,GPS,31.9,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4807,29,GPS,37.7,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4808,22,Glonass,28.7,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4809,13,Glonass,25.5,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4810,12,Glonass,24.9,5.86,203,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4811,23,Glonass,26,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4812,7,Glonass,28.6,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4813,5,GPS,28,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4814,16,GPS,24.3,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4815,21,GPS,35.2,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4816,25,GPS,35.8,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4817,26,GPS,32.1,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4818,29,GPS,36.9,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4819,22,Glonass,29.9,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4820,13,Glonass,25.6,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4821,12,Glonass,24.9,5.86,203,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4822,23,Glonass,27.9,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4823,7,Glonass,29,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4824,5,GPS,29.5,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4825,16,GPS,25.4,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4826,21,GPS,35.8,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4827,25,GPS,35.7,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4828,26,GPS,31.8,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4829,29,GPS,37.6,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4830,22,Glonass,27.8,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4831,13,Glonass,24.1,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4832,12,Glonass,24.2,5.86,203,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4833,23,Glonass,28.5,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4834,7,Glonass,28.8,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4835,5,GPS,30.4,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4836,16,GPS,24.5,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4837,21,GPS,35.2,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4838,25,GPS,36.1,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4839,26,GPS,31.7,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4840,29,GPS,37.6,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4841,22,Glonass,29.8,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4842,13,Glonass,27.1,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4843,12,Glonass,26.1,5.86,203,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4844,23,Glonass,28.8,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4845,7,Glonass,29.4,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4846,5,GPS,30.7,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4847,16,GPS,26.1,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4848,21,GPS,35.5,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4849,25,GPS,37.9,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4850,26,GPS,32.8,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4851,29,GPS,38.5,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4852,22,Glonass,29.2,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4853,13,Glonass,25.5,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4854,12,Glonass,26.3,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4855,23,Glonass,28.4,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4856,7,Glonass,28.8,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4857,5,GPS,29.1,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4858,15,GPS,23.4,0.31,132,4,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4859,16,GPS,24.1,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4860,21,GPS,35.5,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4861,25,GPS,36.8,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4862,26,GPS,30.8,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4863,29,GPS,37.6,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4864,22,Glonass,29,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4865,13,Glonass,25.9,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4866,12,Glonass,25.6,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4867,23,Glonass,28.6,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4868,7,Glonass,29.4,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4869,5,GPS,30.3,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4870,16,GPS,23.8,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4871,21,GPS,35.1,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4872,25,GPS,36.8,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4873,26,GPS,31.2,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4874,29,GPS,37.7,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4875,22,Glonass,28.4,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4876,13,Glonass,25.9,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4877,12,Glonass,26.8,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4878,23,Glonass,27.8,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4879,7,Glonass,27.9,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4880,5,GPS,29,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4881,16,GPS,24.3,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4882,21,GPS,35.2,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4883,25,GPS,36.1,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4884,26,GPS,30.6,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4885,29,GPS,38.1,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4886,22,Glonass,29.8,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4887,13,Glonass,27.3,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4888,12,Glonass,27,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4889,23,Glonass,27.4,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4890,7,Glonass,26.5,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4891,5,GPS,25.3,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4892,16,GPS,25.3,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4893,20,GPS,22.7,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4894,21,GPS,34.7,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4895,25,GPS,36.1,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4896,26,GPS,31,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4897,29,GPS,37.7,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4898,31,GPS,23.3,0.31,257,19,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4899,22,Glonass,28.6,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4900,13,Glonass,27.8,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4901,12,Glonass,24.5,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4902,7,Glonass,27.8,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4903,5,GPS,28.7,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4904,16,GPS,26,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4905,20,GPS,24.7,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4906,21,GPS,35.2,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4907,25,GPS,36,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4908,26,GPS,31,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4909,29,GPS,36.9,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4910,31,GPS,23.7,0.31,257,19,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4911,22,Glonass,27.5,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4912,13,Glonass,27.9,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4913,12,Glonass,24.9,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4914,23,Glonass,23,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4915,7,Glonass,28.2,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4916,5,GPS,23.7,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4917,16,GPS,24.9,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4918,20,GPS,23.4,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4919,21,GPS,34.5,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4920,25,GPS,35.9,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4921,26,GPS,30,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4922,29,GPS,37.9,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4923,31,GPS,23.6,0.31,257,19,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4924,22,Glonass,27.7,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4925,13,Glonass,27.8,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4926,12,Glonass,25.2,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4927,23,Glonass,24.2,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4928,7,Glonass,26.3,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4929,16,GPS,25.7,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4930,20,GPS,24.4,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4931,21,GPS,34.3,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4932,25,GPS,35.3,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4933,26,GPS,30.1,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4934,29,GPS,37.8,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4935,22,Glonass,27.5,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4936,13,Glonass,28,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4937,12,Glonass,25,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4938,23,Glonass,26.5,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4939,7,Glonass,27.4,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4940,16,GPS,26.3,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4941,20,GPS,25.6,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4942,21,GPS,34.8,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4943,25,GPS,36.8,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4944,26,GPS,30.2,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4945,29,GPS,37.7,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4946,22,Glonass,29.2,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4947,13,Glonass,24.6,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4948,12,Glonass,26.3,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4949,23,Glonass,21.9,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4950,7,Glonass,25,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4951,5,GPS,27.5,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4952,16,GPS,20.7,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4953,20,GPS,22.3,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4954,21,GPS,35.6,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4955,25,GPS,34.3,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4956,26,GPS,30.3,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4957,29,GPS,36.6,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4958,22,Glonass,28.4,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4959,13,Glonass,24.5,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4960,12,Glonass,27.4,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4961,7,Glonass,25.6,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4962,5,GPS,28,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4963,20,GPS,24.6,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4964,21,GPS,36.1,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4965,25,GPS,35.7,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4966,26,GPS,30.9,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4967,29,GPS,37.8,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4968,22,Glonass,29.7,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4969,13,Glonass,26.2,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4970,12,Glonass,26.2,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4971,23,Glonass,26.3,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4972,7,Glonass,24.8,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4973,5,GPS,25.3,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4974,16,GPS,24.6,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4975,21,GPS,36.1,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4976,25,GPS,36,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4977,26,GPS,29.3,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4978,29,GPS,38,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4979,22,Glonass,28.5,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4980,13,Glonass,25.8,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4981,12,Glonass,27.7,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4982,23,Glonass,27.7,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4983,7,Glonass,27.7,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4984,5,GPS,28,0.31,49,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4985,16,GPS,23.9,0.31,320,6,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4986,20,GPS,24,0.31,194,22,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4987,21,GPS,35.8,0.31,265,55,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4988,25,GPS,37.8,0.31,164,46,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4989,26,GPS,30.6,0.31,312,30,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4990,29,GPS,38.7,0.31,37,61,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4991,14,Glonass,23,5.86,327,14,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4992,22,Glonass,28.2,5.86,40,36,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4993,13,Glonass,25,5.86,279,43,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4994,12,Glonass,26.8,5.86,203,25,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4995,23,Glonass,25,5.86,317,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
4996,7,Glonass,26.3,5.86,73,33,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
