id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID
1,10,Glonass,28.3,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
2,9,Glonass,34.8,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
3,11,Glonass,31.4,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
4,5,Glonass,37.5,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
5,20,Glonass,37.6,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
6,19,Glonass,34,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
7,21,Glonass,30.8,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
8,4,Glonass,38.9,5.94,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
9,10,GPS,35.4,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
10,13,GPS,34.3,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
11,15,GPS,41,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
12,16,GPS,41.6,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
13,20,GPS,41.3,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
14,21,GPS,40.1,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
15,26,GPS,45,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
16,27,GPS,31.5,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
17,29,GPS,40.4,-3.15,0,0,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
18,10,Glonass,35.5,5.94,265,16,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
19,9,Glonass,33.3,5.94,219,4,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
20,5,Glonass,35.7,5.94,150,60,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
21,20,Glonass,38.3,5.94,345,46,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
22,19,Glonass,33.2,5.94,74,40,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
23,4,Glonass,34.3,5.94,47,47,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
24,10,GPS,40.4,-3.15,213,51,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
25,13,GPS,32.9,-3.15,45,7,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
26,15,GPS,38.8,-3.15,78,28,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
27,16,GPS,37.4,-3.15,282,42,TORGI-GNSS-20180911T085412.382Z.gpkg,0,Control-13
