id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID
1,10,Glonass,34.5,-0.58,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
2,18,Glonass,25.4,-0.58,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
3,9,Glonass,29.7,-0.58,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
4,16,Glonass,30.2,-0.58,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
5,20,Glonass,30.4,-0.58,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
6,19,Glonass,30.8,-0.58,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
7,2,GPS,30.1,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
8,5,GPS,30.4,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
9,6,GPS,23.8,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
10,12,GPS,37.6,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
11,19,GPS,29.4,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
12,24,GPS,39.6,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
13,25,GPS,38,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
14,29,GPS,43.3,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
15,31,GPS,27.3,0.12,0,0,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
16,10,Glonass,40.3,-0.58,329,31,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
17,18,Glonass,33.3,-0.58,37,8,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
18,9,Glonass,36.6,-0.58,316,85,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
19,16,Glonass,34.1,-0.58,150,32,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
20,19,Glonass,24.4,-0.58,11,53,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
21,2,GPS,29.5,0.12,70,66,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
22,5,GPS,38.8,0.12,133,15,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
23,6,GPS,30.5,0.12,40,21,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
24,12,GPS,36.2,0.12,50,68,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
25,24,GPS,33,0.12,189,38,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
26,25,GPS,24,0.12,322,46,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
27,29,GPS,40.1,0.12,267,32,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
28,31,GPS,22.8,0.12,324,2,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
29,10,Glonass,39.2,-0.58,329,31,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
30,18,Glonass,25.5,-0.58,37,8,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
31,9,Glonass,32.9,-0.58,316,85,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
32,16,Glonass,28.9,-0.58,150,32,TORGI-GNSS-20180905T042120.346Z.gpkg,0,Control-29
