id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID
1,23,Glonass,27,0,2,49,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
2,8,Glonass,29.7,0,101,50,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
3,15,GPS,40.3,0,109,19,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
4,16,GPS,31.4,0,313,28,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
5,20,GPS,31.3,0,196,49,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
6,21,GPS,37.3,0,319,65,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
7,26,GPS,37.1,0,286,47,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
8,29,GPS,41,0,88,51,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
9,9,Beidou,31.4,0,105,30,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
10,11,Beidou,32.2,0,314,43,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
11,16,Beidou,33.5,0,82,30,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
12,14,Glonass,24.7,5.31,300,26,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
13,22,Glonass,27.5,5.31,73,23,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
14,24,Glonass,26.3,5.31,306,25,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
15,23,Glonass,24.8,5.31,2,49,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
16,7,Glonass,21.2,5.31,39,26,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
17,8,Glonass,28.6,5.31,101,50,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
18,15,GPS,38.5,2.04,109,19,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
19,16,GPS,32.4,2.04,313,28,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
20,20,GPS,33,2.04,196,49,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
21,21,GPS,36.2,2.04,319,65,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
22,26,GPS,37.9,2.04,286,47,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
23,29,GPS,41.8,2.04,88,51,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
24,9,Beidou,32.6,1.78,105,30,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
25,11,Beidou,31.5,1.78,314,43,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
26,16,Beidou,32.3,1.78,82,30,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
27,22,Beidou,34.8,1.78,0,0,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
28,14,Glonass,24.1,5.86,300,26,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
29,22,Glonass,24.2,5.86,73,23,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
30,13,Glonass,24,5.86,243,28,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
31,15,Glonass,23.2,5.86,334,5,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
32,24,Glonass,24.2,5.86,306,25,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
33,23,Glonass,28.4,5.86,2,49,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
34,7,Glonass,29.9,5.86,39,26,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
35,8,Glonass,28.4,5.86,101,50,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
36,5,GPS,26,2.68,37,7,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
37,10,GPS,23.1,2.68,201,22,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
38,13,GPS,27,2.68,71,7,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
39,15,GPS,36.3,2.68,109,19,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
40,16,GPS,31.4,2.68,313,28,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
41,20,GPS,33.1,2.68,196,49,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
42,21,GPS,37,2.68,319,65,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
43,25,GPS,26.4,2.68,167,18,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
44,26,GPS,36.5,2.68,286,47,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
45,29,GPS,36.7,2.68,88,51,TORGI-GNSS-20180907T080516.075Z.gpkg,0,Control-63
