id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileId
1,14,Glonass,29.6,0.53,108,47,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
2,13,Glonass,31.8,0.53,43,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
3,15,Glonass,29.6,0.53,157,27,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
4,5,Glonass,28.7,0.53,303,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
5,20,Glonass,23.2,0.53,302,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
6,3,Glonass,31.4,0.53,70,25,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
7,4,Glonass,29.7,0.53,2,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
8,1,GPS,35.8,0.51,202,54,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
9,3,GPS,37.1,0.51,341,64,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
10,9,GPS,34.3,0.51,261,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
11,11,GPS,31.9,0.51,202,26,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
12,14,GPS,30.6,0.51,56,13,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
13,16,GPS,22.3,0.51,129,6,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
14,17,GPS,32.6,0.51,284,8,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
15,18,GPS,25.4,0.51,177,32,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
16,22,GPS,26.9,0.51,53,74,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
17,23,GPS,32.2,0.51,277,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
18,31,GPS,39.2,0.51,46,30,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
19,14,Glonass,29.4,0.53,108,47,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
20,13,Glonass,27.8,0.53,43,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
21,15,Glonass,23.9,0.53,157,27,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
22,5,Glonass,24.2,0.53,303,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
23,20,Glonass,28.2,0.53,302,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
24,3,Glonass,23.2,0.53,70,25,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
25,4,Glonass,35.1,0.53,2,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
26,1,GPS,33.8,0.51,202,54,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
27,3,GPS,31.8,0.51,341,64,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
28,11,GPS,33,0.51,202,26,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
29,14,GPS,26.3,0.51,56,13,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
30,17,GPS,31,0.51,284,8,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
31,18,GPS,29.3,0.51,177,32,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
32,19,GPS,24,0.51,307,4,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
33,22,GPS,32.2,0.51,53,74,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
34,23,GPS,30.3,0.51,277,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
35,26,GPS,31.7,0.51,0,0,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
36,31,GPS,28.6,0.51,46,30,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
37,14,Glonass,24.8,0.53,108,47,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
38,13,Glonass,28.3,0.53,43,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
39,5,Glonass,30.5,0.53,303,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
40,20,Glonass,28.4,0.53,302,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
41,19,Glonass,25.8,0.53,234,30,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
42,4,Glonass,32.6,0.53,2,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
43,1,GPS,30.2,0.51,202,54,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
44,3,GPS,29.2,0.51,341,64,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
45,9,GPS,24.1,0.51,261,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
46,14,GPS,27.7,0.51,56,13,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
47,18,GPS,29,0.51,177,32,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
48,19,GPS,27.9,0.51,307,4,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
49,22,GPS,26.3,0.51,53,74,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
50,23,GPS,34.3,0.51,277,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
51,26,GPS,33.6,0.51,102,14,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
52,31,GPS,38.3,0.51,46,30,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
53,14,Glonass,25.9,0.53,108,47,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
54,20,Glonass,32.5,0.53,302,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
55,19,Glonass,27.2,0.53,234,30,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
56,4,Glonass,33.5,0.53,2,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
57,1,GPS,36,0.51,202,54,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
58,3,GPS,36.5,0.51,341,64,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
59,9,GPS,25.5,0.51,261,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
60,11,GPS,28.6,0.51,202,26,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
61,17,GPS,23.7,0.51,284,8,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
62,18,GPS,23.5,0.51,177,32,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
63,19,GPS,26.8,0.51,307,4,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
64,22,GPS,28.8,0.51,53,74,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
65,23,GPS,34.4,0.51,277,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
66,26,GPS,35.3,0.51,102,14,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
67,14,Glonass,23.7,0.53,108,47,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
68,13,Glonass,26.9,0.53,43,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
69,15,Glonass,29.7,0.53,157,27,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
70,5,Glonass,27.8,0.53,303,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
71,20,Glonass,22,0.53,302,28,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
72,19,Glonass,29.1,0.53,234,30,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
73,3,Glonass,24.7,0.53,70,25,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
74,4,Glonass,33,0.53,2,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
75,1,GPS,35.8,0.51,202,54,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
76,3,GPS,40.7,0.51,341,64,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
77,9,GPS,32.5,0.51,261,23,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
78,11,GPS,27.4,0.51,202,26,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
79,17,GPS,27.9,0.51,284,8,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
80,18,GPS,31.1,0.51,177,32,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
81,19,GPS,28.9,0.51,307,4,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
82,22,GPS,30.2,0.51,53,74,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
83,23,GPS,32.9,0.51,277,50,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
84,26,GPS,27.7,0.51,102,14,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
85,31,GPS,36.3,0.51,46,30,TORGI-GNSS-20180907T155636.800Z.gpkg,0,Control-5
