id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID
1,10,Glonass,31.6,-0.68,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
2,11,Glonass,34.2,-0.68,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
3,19,Glonass,31.2,-0.68,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
4,21,Glonass,35.4,-0.68,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
5,2,GPS,35.3,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
6,6,GPS,36.8,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
7,12,GPS,34.5,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
8,19,GPS,28,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
9,24,GPS,33.4,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
10,25,GPS,39.8,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
11,29,GPS,35.7,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
12,32,GPS,28.8,-0.05,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
13,10,Glonass,27.3,-0.68,347,80,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
14,9,Glonass,24.3,-0.68,0,0,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
15,11,Glonass,36.4,-0.68,327,23,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
16,19,Glonass,22.4,-0.68,35,11,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
17,21,Glonass,39.6,-0.68,243,45,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
18,2,GPS,36.8,-0.05,87,69,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
19,6,GPS,32.3,-0.05,43,27,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
20,12,GPS,27.1,-0.05,30,68,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
21,19,GPS,25.4,-0.05,54,11,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
22,24,GPS,37.2,-0.05,192,45,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
23,25,GPS,33,-0.05,317,40,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
24,29,GPS,31.6,-0.05,261,28,TORGI-GNSS-20180906T040402.383Z.gpkg,0,Control-55
