id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43
99,12,GPS,38.9,-0.05,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
100,19,GPS,28,-0.05,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
101,25,GPS,40.2,-0.05,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
102,29,GPS,39.3,-0.05,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
103,19,Beidou,32.6,-0.02,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
104,1,Galileo,33.1,-0.03,317,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
105,26,Galileo,34,-0.03,226,54,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
106,13,Glonass,31.1,-1.04,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
107,12,Glonass,30.1,-1.04,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
108,11,Glonass,36,-1.04,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
109,23,Glonass,40.3,-1.04,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
110,21,Glonass,24.8,-1.04,35,12,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
111,2,GPS,33.6,-0.05,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
112,5,GPS,27.3,-0.05,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
113,6,GPS,30.6,-0.05,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
114,12,GPS,39.5,-0.05,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
115,19,GPS,27.1,-0.05,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
116,25,GPS,41.2,-0.05,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
117,29,GPS,39.7,-0.05,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
118,13,Glonass,30.1,-1.04,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
119,12,Glonass,30.9,-1.04,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
120,11,Glonass,36.4,-1.04,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
121,23,Glonass,39.1,-1.04,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
122,21,Glonass,26.9,-1.04,35,12,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
123,2,GPS,34.8,-0.05,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
124,5,GPS,26.3,-0.05,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
125,6,GPS,31.6,-0.05,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
126,12,GPS,39.6,-0.05,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
127,19,GPS,30.2,-0.05,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
128,25,GPS,40.9,-0.05,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
129,29,GPS,39.5,-0.05,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
130,13,Glonass,30.2,-1.04,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
131,12,Glonass,32.7,-1.04,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
132,11,Glonass,36.5,-1.04,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
133,23,Glonass,40.4,-1.04,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
134,2,GPS,33.3,-0.05,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
135,5,GPS,26.2,-0.05,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
136,6,GPS,30.2,-0.05,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
137,12,GPS,38.6,-0.05,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
138,19,GPS,29.2,-0.05,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
139,24,GPS,24.1,-0.05,188,40,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
140,25,GPS,39.7,-0.05,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
141,29,GPS,39,-0.05,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
142,13,Glonass,31.2,-1.04,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
143,12,Glonass,31.4,-1.04,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
144,11,Glonass,37,-1.04,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
145,23,Glonass,40.1,-1.04,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
146,2,GPS,34.9,-0.05,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
147,5,GPS,25.6,-0.05,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
148,6,GPS,32.3,-0.05,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
149,12,GPS,39.9,-0.05,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
150,19,GPS,30.8,-0.05,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
151,25,GPS,41.1,-0.05,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
152,29,GPS,38.3,-0.05,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
153,22,Glonass,37.3,0,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
154,13,Glonass,32.1,0,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
155,12,Glonass,30.7,0,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
156,11,Glonass,37.2,0,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
157,23,Glonass,40.2,0,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
158,2,GPS,34.2,0,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
159,5,GPS,26.5,0,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
160,6,GPS,31.7,0,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
161,12,GPS,39,0,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
162,19,GPS,30.5,0,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
163,24,GPS,24.2,0,188,40,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
164,25,GPS,41,0,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
165,29,GPS,39,0,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
166,13,Glonass,30.7,0,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
167,12,Glonass,31.5,0,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
168,11,Glonass,37.1,0,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
169,23,Glonass,39.8,0,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
170,2,GPS,32.6,0,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
171,5,GPS,25.9,0,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
172,6,GPS,22.6,0,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
173,12,GPS,36.9,0,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
174,19,GPS,27.6,0,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
175,25,GPS,39.9,0,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
176,29,GPS,39.9,0,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
177,22,Glonass,38,-1.43,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
178,13,Glonass,30,-1.43,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
179,12,Glonass,30.4,-1.43,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
180,11,Glonass,35.4,-1.43,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
181,23,Glonass,38.8,-1.43,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
182,2,GPS,34.6,-0.43,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
183,5,GPS,27.2,-0.43,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
184,6,GPS,22.7,-0.43,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
185,12,GPS,38.8,-0.43,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
186,19,GPS,27.3,-0.43,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
187,25,GPS,39.8,-0.43,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
188,29,GPS,39.7,-0.43,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
189,19,Beidou,31.9,-0.13,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
190,1,Galileo,33.8,-0.39,317,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
191,22,Glonass,38.7,-1.26,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
192,13,Glonass,30.3,-1.26,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
193,12,Glonass,30.4,-1.26,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
194,11,Glonass,36.6,-1.26,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
195,23,Glonass,39.9,-1.26,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
196,2,GPS,34.6,-0.43,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
197,5,GPS,25.5,-0.43,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
198,6,GPS,21.9,-0.43,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
199,12,GPS,38.7,-0.43,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
200,19,GPS,27,-0.43,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
201,25,GPS,40,-0.43,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
202,29,GPS,39.9,-0.43,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
203,32,GPS,16,-0.43,281,3,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
204,19,Beidou,31.1,-0.09,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
205,1,Galileo,33.6,-0.39,317,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
206,22,Glonass,38.6,-1.19,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
207,13,Glonass,29.9,-1.19,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
208,12,Glonass,30.8,-1.19,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
209,11,Glonass,36.2,-1.19,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
210,23,Glonass,40.1,-1.19,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
211,21,Glonass,16.3,-1.19,35,12,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
212,2,GPS,34.8,-0.27,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
213,5,GPS,27.1,-0.27,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
214,6,GPS,22.4,-0.27,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
215,12,GPS,38.8,-0.27,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
216,19,GPS,26.8,-0.27,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
217,25,GPS,39.5,-0.27,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
218,29,GPS,39.7,-0.27,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
219,32,GPS,15.7,-0.27,281,3,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
220,19,Beidou,31.4,-0.44,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
221,1,Galileo,33.9,-0.24,317,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
222,22,Glonass,39.1,-1.26,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
223,13,Glonass,29.6,-1.26,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
224,12,Glonass,31.4,-1.26,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
225,11,Glonass,36.5,-1.26,146,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
226,23,Glonass,40.4,-1.26,243,41,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
227,21,Glonass,17.1,-1.26,35,12,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
228,2,GPS,35,-0.2,75,66,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
229,5,GPS,27.6,-0.2,135,13,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
230,6,GPS,23.7,-0.2,42,23,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
231,12,GPS,38.8,-0.2,46,68,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
232,19,GPS,26.5,-0.2,57,8,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
233,24,GPS,22.7,-0.2,188,40,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
234,25,GPS,39.6,-0.2,320,46,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
235,29,GPS,39.7,-0.2,264,32,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
236,32,GPS,16,-0.2,281,3,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
237,10,Beidou,23.8,-0.31,127,14,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
238,13,Beidou,26.4,-0.31,43,47,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
239,19,Beidou,31.5,-0.31,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
240,29,Beidou,38.9,-0.31,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
241,1,Galileo,34.2,-0.15,317,35,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
242,22,Glonass,39,-1.24,0,0,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
243,13,Glonass,30.2,-1.24,329,28,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
244,12,Glonass,31.6,-1.24,136,86,TORGI-GNSS-20180908T040426.058Z.gpkg,0,Control-43,,,
